DateTime, BI, ERC, SC, IC, GSI, KBDI
2001-03-23T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.00, 101
2001-03-24T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.00, 102
2001-03-25T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.00, 103
2001-03-26T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.03, 103
2001-03-27T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.02, 103
2001-03-28T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.06, 103
2001-03-29T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.10, 103
2001-03-30T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.13, 103
2001-03-31T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.11, 103
2001-04-01T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.14, 102
2001-04-02T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.18, 102
2001-04-03T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.17, 102
2001-04-04T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.16, 102
2001-04-05T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.15, 102
2001-04-06T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.17, 103
2001-04-07T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.16, 104
2001-04-08T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.17, 75
2001-04-09T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.18, 75
2001-04-10T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.19, 75
2001-04-11T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.20, 75
2001-04-12T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.19, 75
2001-04-13T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.19, 68
2001-04-14T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.18, 68
2001-04-15T13:00:00+00:00, 0.00, 0.00, 0.00, 0.00, 0.17, 68
2001-04-16T13:00:00+00:00, 18.21, 10.10, 4.96, 21.87, 0.19, 69
2001-04-17T13:00:00+00:00, 20.74, 13.94, 4.76, 22.36, 0.21, 70
2001-04-18T13:00:00+00:00, 17.33, 14.90, 3.01, 10.72, 0.23, 72
2001-04-19T13:00:00+00:00, 14.63, 12.68, 2.45, 2.11, 0.24, 74
2001-04-20T13:00:00+00:00, 0.00, 6.43, 0.00, 0.00, 0.25, 74
2001-04-21T13:00:00+00:00, 0.00, 5.53, 0.00, 0.00, 0.26, 74
2001-04-22T13:00:00+00:00, 18.16, 15.39, 3.23, 9.10, 0.26, 74
2001-04-23T13:00:00+00:00, 18.33, 16.62, 3.06, 8.27, 0.30, 75
2001-04-24T13:00:00+00:00, 19.36, 18.49, 3.09, 12.73, 0.32, 76
2001-04-25T13:00:00+00:00, 21.29, 22.13, 3.18, 19.04, 0.32, 78
2001-04-26T13:00:00+00:00, 23.24, 24.92, 3.41, 22.39, 0.32, 81
2001-04-27T13:00:00+00:00, 22.38, 24.23, 3.23, 17.63, 0.32, 85
2001-04-28T13:00:00+00:00, 24.50, 22.60, 4.22, 11.29, 0.35, 88
2001-04-29T13:00:00+00:00, 27.97, 24.95, 5.10, 24.15, 0.36, 89
2001-04-30T13:00:00+00:00, 0.00, 14.36, 0.00, 0.00, 0.37, 90
2001-05-01T13:00:00+00:00, 23.66, 22.98, 3.85, 10.30, 0.40, 91
2001-05-02T13:00:00+00:00, 5.34, 17.37, 0.20, 0.00, 0.41, 89
2001-05-03T13:00:00+00:00, 23.18, 26.22, 3.23, 15.39, 0.41, 90
2001-05-04T13:00:00+00:00, 24.34, 28.42, 3.31, 21.98, 0.42, 92
2001-05-05T13:00:00+00:00, 29.45, 28.47, 5.00, 16.89, 0.43, 94
2001-05-06T13:00:00+00:00, 28.17, 31.20, 4.14, 26.40, 0.43, 95
2001-05-07T13:00:00+00:00, 28.13, 32.51, 3.96, 27.07, 0.42, 96
2001-05-08T13:00:00+00:00, 34.94, 34.06, 6.06, 33.46, 0.43, 99
2001-05-09T13:00:00+00:00, 29.40, 33.97, 4.17, 28.47, 0.43, 102
2001-05-10T13:00:00+00:00, 28.66, 34.41, 3.90, 20.67, 0.45, 104
2001-05-11T13:00:00+00:00, 29.56, 36.02, 3.99, 28.68, 0.46, 106
2001-05-12T13:00:00+00:00, 28.10, 37.22, 3.45, 30.04, 0.46, 110
2001-05-13T13:00:00+00:00, 28.19, 37.18, 3.48, 18.24, 0.47, 116
2001-05-14T13:00:00+00:00, 33.83, 33.36, 5.77, 17.03, 0.47, 118
2001-05-15T13:00:00+00:00, 22.33, 25.35, 3.08, 2.17, 0.47, 119
2001-05-16T13:00:00+00:00, 26.24, 29.46, 3.76, 16.56, 0.48, 116
2001-05-17T13:00:00+00:00, 25.88, 30.43, 3.53, 19.84, 0.46, 117
2001-05-18T13:00:00+00:00, 24.23, 29.64, 3.14, 9.35, 0.48, 119
2001-05-19T13:00:00+00:00, 37.42, 31.10, 7.70, 28.04, 0.48, 121
2001-05-20T13:00:00+00:00, 27.32, 28.50, 4.24, 19.82, 0.51, 123
2001-05-21T13:00:00+00:00, 31.31, 32.60, 4.99, 33.05, 0.48, 125
2001-05-22T13:00:00+00:00, 28.04, 34.44, 3.72, 29.86, 0.47, 128
2001-05-23T13:00:00+00:00, 29.84, 36.91, 3.97, 37.95, 0.47, 133
2001-05-24T13:00:00+00:00, 30.19, 38.26, 3.93, 36.91, 0.46, 139
2001-05-25T13:00:00+00:00, 31.52, 39.04, 4.23, 40.86, 0.45, 147
2001-05-26T13:00:00+00:00, 30.37, 39.14, 3.89, 30.47, 0.43, 153
2001-05-27T13:00:00+00:00, 34.93, 41.32, 4.99, 37.68, 0.40, 158
2001-05-28T13:00:00+00:00, 28.70, 36.17, 3.72, 20.83, 0.38, 163
2001-05-29T13:00:00+00:00, 34.20, 40.06, 4.92, 38.54, 0.37, 166
2001-05-30T13:00:00+00:00, 31.57, 40.31, 4.11, 33.19, 0.37, 168
2001-05-31T13:00:00+00:00, 30.75, 39.02, 4.01, 27.70, 0.38, 171
2001-06-01T13:00:00+00:00, 32.26, 41.13, 4.22, 39.09, 0.37, 176
2001-06-02T13:00:00+00:00, 33.65, 41.51, 4.58, 25.18, 0.35, 182
2001-06-03T13:00:00+00:00, 0.00, 19.37, 0.00, 0.00, 0.36, 133
2001-06-04T13:00:00+00:00, 13.47, 19.88, 1.31, 0.22, 0.37, 0
2001-06-05T13:00:00+00:00, 25.15, 25.90, 3.90, 12.99, 0.37, 1
2001-06-06T13:00:00+00:00, 0.00, 11.34, 0.00, 0.00, 0.39, 2
2001-06-07T13:00:00+00:00, 22.78, 24.49, 3.33, 15.61, 0.39, 4
2001-06-08T13:00:00+00:00, 23.10, 24.56, 3.42, 18.93, 0.41, 7
2001-06-09T13:00:00+00:00, 22.05, 21.53, 3.53, 9.94, 0.42, 11
2001-06-10T13:00:00+00:00, 23.45, 22.78, 3.81, 14.65, 0.44, 13
2001-06-11T13:00:00+00:00, 22.42, 23.92, 3.29, 14.22, 0.45, 14
2001-06-12T13:00:00+00:00, 0.00, 8.63, 0.00, 0.00, 0.45, 2
2001-06-13T13:00:00+00:00, 18.34, 17.54, 2.90, 4.72, 0.43, 1
2001-06-14T13:00:00+00:00, 19.84, 20.84, 2.90, 10.49, 0.46, 3
2001-06-15T13:00:00+00:00, 26.51, 21.74, 5.21, 22.72, 0.46, 5
2001-06-16T13:00:00+00:00, 23.54, 24.21, 3.61, 23.77, 0.46, 8
2001-06-17T13:00:00+00:00, 26.04, 27.56, 3.95, 32.33, 0.45, 12
2001-06-18T13:00:00+00:00, 24.14, 25.84, 3.58, 17.13, 0.47, 15
2001-06-19T13:00:00+00:00, 25.23, 27.00, 3.77, 23.58, 0.47, 18
2001-06-20T13:00:00+00:00, 25.86, 27.87, 3.85, 26.66, 0.48, 22
2001-06-21T13:00:00+00:00, 25.75, 29.49, 3.60, 29.05, 0.48, 27
2001-06-22T13:00:00+00:00, 29.05, 32.52, 4.25, 38.11, 0.49, 35
2001-06-23T13:00:00+00:00, 28.99, 35.52, 3.87, 36.09, 0.48, 42
2001-06-24T13:00:00+00:00, 29.32, 37.83, 3.73, 26.32, 0.48, 49
2001-06-25T13:00:00+00:00, 31.45, 38.68, 4.24, 25.01, 0.49, 53
2001-06-26T13:00:00+00:00, 28.95, 39.35, 3.49, 24.24, 0.50, 56
2001-06-27T13:00:00+00:00, 32.55, 36.61, 4.83, 20.81, 0.50, 61
2001-06-28T13:00:00+00:00, 7.11, 21.64, 0.30, 0.00, 0.51, 23
2001-06-29T13:00:00+00:00, 26.36, 30.22, 3.70, 22.76, 0.52, 27
2001-06-30T13:00:00+00:00, 25.50, 29.75, 3.50, 21.64, 0.54, 32
2001-07-01T13:00:00+00:00, 28.05, 31.54, 4.06, 33.32, 0.53, 39
2001-07-02T13:00:00+00:00, 30.13, 35.53, 4.21, 41.87, 0.52, 46
2001-07-03T13:00:00+00:00, 31.78, 36.98, 4.54, 41.61, 0.50, 54
2001-07-04T13:00:00+00:00, 35.06, 39.62, 5.25, 47.69, 0.47, 64
2001-07-05T13:00:00+00:00, 22.30, 31.24, 2.49, 4.43, 0.44, 74
2001-07-06T13:00:00+00:00, 0.00, 20.37, 0.00, 0.00, 0.44, 78
2001-07-07T13:00:00+00:00, 26.73, 33.19, 3.47, 25.39, 0.44, 83
2001-07-08T13:00:00+00:00, 30.55, 36.42, 4.23, 42.56, 0.42, 89
2001-07-09T13:00:00+00:00, 26.70, 34.46, 3.34, 17.20, 0.39, 98
2001-07-10T13:00:00+00:00, 30.06, 36.31, 4.10, 34.88, 0.37, 105
2001-07-11T13:00:00+00:00, 31.09, 38.83, 4.13, 39.22, 0.35, 113
2001-07-12T13:00:00+00:00, 29.55, 36.94, 3.88, 31.75, 0.31, 121
2001-07-13T13:00:00+00:00, 24.74, 29.13, 3.34, 8.90, 0.30, 125
2001-07-14T13:00:00+00:00, 28.87, 33.70, 4.05, 31.92, 0.30, 130
2001-07-15T13:00:00+00:00, 32.80, 36.52, 4.93, 32.04, 0.28, 136
2001-07-16T13:00:00+00:00, 0.00, 16.11, 0.00, 0.00, 0.28, 139
2001-07-17T13:00:00+00:00, 20.93, 25.55, 2.65, 4.70, 0.29, 138
2001-07-18T13:00:00+00:00, 31.50, 31.68, 5.20, 26.65, 0.30, 140
2001-07-19T13:00:00+00:00, 23.98, 28.21, 3.23, 12.50, 0.31, 143
2001-07-20T13:00:00+00:00, 24.93, 28.87, 3.43, 18.07, 0.33, 146
2001-07-21T13:00:00+00:00, 25.80, 26.64, 4.01, 15.27, 0.34, 151
2001-07-22T13:00:00+00:00, 24.34, 29.22, 3.22, 18.47, 0.36, 154
2001-07-23T13:00:00+00:00, 27.07, 30.02, 3.95, 27.79, 0.36, 158
2001-07-24T13:00:00+00:00, 26.29, 31.63, 3.52, 27.71, 0.35, 163
2001-07-25T13:00:00+00:00, 29.01, 33.69, 4.09, 35.85, 0.34, 167
2001-07-26T13:00:00+00:00, 30.17, 36.09, 4.16, 37.49, 0.32, 172
2001-07-27T13:00:00+00:00, 31.76, 38.58, 4.35, 43.07, 0.30, 177
2001-07-28T13:00:00+00:00, 36.83, 39.62, 5.84, 36.22, 0.29, 183
2001-07-29T13:00:00+00:00, 30.09, 38.58, 3.86, 22.45, 0.30, 185
2001-07-30T13:00:00+00:00, 24.88, 31.45, 3.14, 6.35, 0.33, 187
2001-07-31T13:00:00+00:00, 21.32, 22.98, 3.07, 3.07, 0.36, 135
2001-08-01T13:00:00+00:00, 26.14, 27.19, 4.04, 20.86, 0.38, 138
2001-08-02T13:00:00+00:00, 26.23, 28.17, 3.93, 28.22, 0.39, 143
2001-08-03T13:00:00+00:00, 26.24, 29.65, 3.74, 31.97, 0.37, 151
2001-08-04T13:00:00+00:00, 30.21, 29.78, 5.05, 29.73, 0.36, 157
2001-08-05T13:00:00+00:00, 25.58, 29.98, 3.50, 23.85, 0.36, 161
2001-08-06T13:00:00+00:00, 27.27, 33.17, 3.63, 32.51, 0.37, 168
2001-08-07T13:00:00+00:00, 29.65, 36.01, 4.01, 39.08, 0.36, 178
2001-08-08T13:00:00+00:00, 32.81, 38.02, 4.74, 43.47, 0.36, 187
2001-08-09T13:00:00+00:00, 34.23, 39.77, 4.96, 36.58, 0.36, 193
2001-08-10T13:00:00+00:00, 30.22, 39.50, 3.81, 31.93, 0.35, 198
2001-08-11T13:00:00+00:00, 32.64, 42.74, 4.16, 41.49, 0.34, 205
2001-08-12T13:00:00+00:00, 33.53, 45.00, 4.19, 42.19, 0.34, 211
2001-08-13T13:00:00+00:00, 36.51, 47.18, 4.81, 49.29, 0.32, 219
2001-08-14T13:00:00+00:00, 32.50, 44.62, 3.95, 35.08, 0.29, 226
2001-08-15T13:00:00+00:00, 31.65, 42.44, 3.92, 34.53, 0.27, 231
2001-08-16T13:00:00+00:00, 32.28, 42.94, 4.05, 37.44, 0.25, 238
2001-08-17T13:00:00+00:00, 33.77, 44.77, 4.28, 43.81, 0.23, 245
2001-08-18T13:00:00+00:00, 33.85, 46.50, 4.14, 43.74, 0.22, 254
2001-08-19T13:00:00+00:00, 37.55, 48.97, 4.93, 42.70, 0.20, 260
2001-08-20T13:00:00+00:00, 35.36, 48.00, 4.41, 35.70, 0.19, 264
2001-08-21T13:00:00+00:00, 36.13, 49.32, 4.50, 42.40, 0.18, 269
2001-08-23T13:00:00+00:00, 34.76, 48.05, 4.25, 30.66, 0.17, 274
2001-08-24T13:00:00+00:00, 33.29, 47.77, 3.89, 24.39, 0.18, 277
2001-08-25T13:00:00+00:00, 34.77, 47.64, 4.29, 31.51, 0.19, 280
2001-08-26T13:00:00+00:00, 35.08, 49.05, 4.25, 40.54, 0.19, 284
2001-08-27T13:00:00+00:00, 34.43, 48.90, 4.09, 40.38, 0.17, 290
2001-08-28T13:00:00+00:00, 35.98, 48.70, 4.52, 43.26, 0.14, 297
2001-08-29T13:00:00+00:00, 32.39, 44.16, 3.96, 27.81, 0.10, 302
2001-08-30T13:00:00+00:00, 32.48, 45.18, 3.90, 34.45, 0.08, 307
2001-08-31T13:00:00+00:00, 34.13, 46.36, 4.23, 39.24, 0.07, 313
2001-09-01T13:00:00+00:00, 32.64, 45.04, 3.95, 30.71, 0.07, 318
2001-09-02T13:00:00+00:00, 33.41, 45.35, 4.13, 31.02, 0.07, 322
2001-09-03T13:00:00+00:00, 36.48, 45.72, 4.96, 37.89, 0.06, 326
2001-09-04T13:00:00+00:00, 33.12, 46.49, 3.95, 35.26, 0.05, 330
2001-09-05T13:00:00+00:00, 41.81, 45.63, 6.68, 34.44, 0.05, 334
2001-09-06T13:00:00+00:00, 31.73, 37.53, 4.46, 18.61, 0.06, 335
2001-09-07T13:00:00+00:00, 21.04, 30.11, 2.28, 1.12, 0.08, 333
2001-09-08T13:00:00+00:00, 27.11, 35.19, 3.38, 13.72, 0.08, 334
2001-09-09T13:00:00+00:00, 28.71, 37.16, 3.62, 24.50, 0.09, 336
2001-09-10T13:00:00+00:00, 29.56, 37.38, 3.84, 26.46, 0.10, 339
2001-09-11T13:00:00+00:00, 31.36, 39.62, 4.12, 34.15, 0.10, 343
2001-09-12T13:00:00+00:00, 30.71, 39.61, 3.94, 29.17, 0.10, 347
2001-09-13T13:00:00+00:00, 30.81, 38.97, 4.03, 27.61, 0.10, 350
2001-09-14T13:00:00+00:00, 32.19, 40.06, 4.31, 29.80, 0.11, 353
2001-09-15T13:00:00+00:00, 30.84, 41.09, 3.83, 29.72, 0.12, 356
2001-09-16T13:00:00+00:00, 32.57, 41.10, 4.31, 29.90, 0.12, 359
2001-09-17T13:00:00+00:00, 31.08, 41.41, 3.86, 26.33, 0.13, 362
2001-09-18T13:00:00+00:00, 30.50, 39.26, 3.91, 23.93, 0.13, 365
2001-09-19T13:00:00+00:00, 31.58, 40.75, 4.07, 26.72, 0.13, 368
2001-09-20T13:00:00+00:00, 29.19, 39.63, 3.52, 20.18, 0.14, 370
2001-09-21T13:00:00+00:00, 29.16, 39.71, 3.51, 19.22, 0.13, 372
2001-09-22T13:00:00+00:00, 30.94, 41.09, 3.86, 25.60, 0.13, 374
2001-09-23T13:00:00+00:00, 30.27, 40.06, 3.77, 23.69, 0.13, 376
2001-09-24T13:00:00+00:00, 30.71, 41.26, 3.78, 28.01, 0.14, 379
2001-09-25T13:00:00+00:00, 32.39, 42.26, 4.14, 33.71, 0.14, 383
2001-09-26T13:00:00+00:00, 30.77, 41.88, 3.74, 25.65, 0.14, 386
2001-09-27T13:00:00+00:00, 29.87, 40.82, 3.60, 21.66, 0.15, 388
2001-09-28T13:00:00+00:00, 31.38, 39.39, 4.15, 18.32, 0.16, 390
2001-09-29T13:00:00+00:00, 28.00, 37.26, 3.42, 13.31, 0.17, 391
2001-09-30T13:00:00+00:00, 28.90, 37.99, 3.59, 17.64, 0.18, 392
2001-10-01T13:00:00+00:00, 28.97, 38.28, 3.59, 21.77, 0.18, 394
2001-10-02T13:00:00+00:00, 31.00, 40.22, 3.96, 27.43, 0.19, 397
2001-10-03T13:00:00+00:00, 32.29, 40.59, 4.28, 26.13, 0.19, 399
2001-10-04T13:00:00+00:00, 37.21, 40.94, 5.78, 25.10, 0.19, 400
2001-10-05T13:00:00+00:00, 29.19, 39.89, 3.50, 13.34, 0.17, 400
2001-10-06T13:00:00+00:00, 29.13, 40.39, 3.44, 15.68, 0.16, 401
2001-10-07T13:00:00+00:00, 30.35, 40.54, 3.75, 15.97, 0.15, 402
2001-10-08T13:00:00+00:00, 31.70, 39.86, 4.19, 13.48, 0.14, 403
2001-10-09T13:00:00+00:00, 25.96, 33.36, 3.24, 6.05, 0.15, 403
2001-10-10T13:00:00+00:00, 29.26, 35.52, 3.95, 12.55, 0.15, 403
2001-10-11T13:00:00+00:00, 0.00, 20.68, 0.00, 0.00, 0.16, 403
2001-10-12T13:00:00+00:00, 0.00, 18.87, 0.00, 0.00, 0.15, 403
2001-10-13T13:00:00+00:00, 32.58, 30.56, 5.80, 17.11, 0.16, 394
2001-10-14T13:00:00+00:00, 0.00, 14.51, 0.00, 0.00, 0.18, 350
2001-10-15T13:00:00+00:00, 22.54, 22.64, 3.51, 4.93, 0.19, 346
2001-10-16T13:00:00+00:00, 18.47, 20.61, 2.51, 2.50, 0.19, 346
2001-10-17T13:00:00+00:00, 22.90, 22.82, 3.61, 13.53, 0.20, 347
2001-10-18T13:00:00+00:00, 0.00, 10.59, 0.00, 0.00, 0.19, 347
2001-10-20T13:00:00+00:00, 16.66, 18.96, 2.18, 1.19, 0.20, 347
2001-10-21T13:00:00+00:00, 15.60, 18.37, 1.95, 0.65, 0.19, 347
2001-10-22T13:00:00+00:00, 16.99, 17.34, 2.48, 1.22, 0.19, 347
2001-10-23T13:00:00+00:00, 24.61, 18.88, 5.11, 8.12, 0.19, 346
2001-10-24T13:00:00+00:00, 0.00, 9.71, 0.00, 0.00, 0.19, 346
2001-10-25T13:00:00+00:00, 0.00, 8.36, 0.00, 0.00, 0.19, 346
2001-10-26T13:00:00+00:00, 13.84, 14.56, 1.89, 0.82, 0.18, 346
2001-10-27T13:00:00+00:00, 17.21, 16.57, 2.67, 2.88, 0.17, 346
2001-10-28T13:00:00+00:00, 0.00, 5.65, 0.00, 0.00, 0.16, 337
2001-10-29T13:00:00+00:00, 11.15, 10.84, 1.59, 0.48, 0.15, 318
2001-10-30T13:00:00+00:00, 0.00, 1.81, 0.00, 0.00, 0.15, 297
2001-10-31T13:00:00+00:00, 15.74, 9.73, 3.74, 3.59, 0.14, 295
2001-11-01T13:00:00+00:00, 14.06, 10.19, 2.80, 2.45, 0.14, 283
2001-11-02T13:00:00+00:00, 10.02, 8.13, 1.68, 0.49, 0.13, 283
2001-11-03T13:00:00+00:00, 9.13, 7.40, 1.51, 0.33, 0.13, 283
2001-11-04T13:00:00+00:00, 0.00, 5.10, 0.00, 0.00, 0.13, 283
2001-11-05T13:00:00+00:00, 3.59, 7.43, 0.20, 0.00, 0.13, 283
2001-11-06T13:00:00+00:00, 12.52, 10.71, 2.07, 0.96, 0.13, 283
2001-11-07T13:00:00+00:00, 16.77, 14.42, 2.90, 4.73, 0.13, 283
2001-11-08T13:00:00+00:00, 13.84, 13.66, 2.02, 0.86, 0.12, 283
2001-11-09T13:00:00+00:00, 15.78, 15.31, 2.39, 2.24, 0.11, 283
2001-11-10T13:00:00+00:00, 15.87, 16.05, 2.31, 1.78, 0.10, 283
2001-11-11T13:00:00+00:00, 16.83, 17.04, 2.48, 2.20, 0.08, 283
2001-11-12T13:00:00+00:00, 16.73, 17.22, 2.42, 2.07, 0.06, 283
2001-11-13T13:00:00+00:00, 16.56, 17.34, 2.35, 1.38, 0.05, 283
2001-11-14T13:00:00+00:00, 16.73, 16.93, 2.46, 2.48, 0.04, 283
2001-11-15T13:00:00+00:00, 13.53, 14.72, 1.78, 0.45, 0.03, 284
2001-11-16T13:00:00+00:00, 10.90, 13.61, 1.20, 0.09, 0.03, 285
2001-11-17T13:00:00+00:00, 0.00, 8.30, 0.00, 0.00, 0.02, 285
2001-11-18T13:00:00+00:00, 17.96, 14.94, 3.25, 3.37, 0.01, 285
2001-11-19T13:00:00+00:00, 12.86, 14.07, 1.67, 0.26, 0.01, 285
2001-11-20T13:00:00+00:00, 16.74, 15.99, 2.61, 3.47, 0.00, 285
2001-11-21T13:00:00+00:00, 9.63, 11.01, 1.14, 0.08, 0.00, 285
2001-11-22T13:00:00+00:00, 0.00, 7.53, 0.00, 0.00, 0.00, 276
2001-11-23T13:00:00+00:00, 0.00, 6.64, 0.00, 0.00, 0.00, 273
2001-11-24T13:00:00+00:00, 0.00, 6.05, 0.00, 0.00, 0.00, 273
2001-11-25T13:00:00+00:00, 0.00, 5.54, 0.00, 0.00, 0.00, 273
2001-11-26T13:00:00+00:00, 0.00, 5.07, 0.00, 0.00, 0.00, 273
2001-11-27T13:00:00+00:00, 0.00, 4.66, 0.00, 0.00, 0.00, 273
2001-11-28T13:00:00+00:00, 0.00, 4.29, 0.00, 0.00, 0.00, 273
2001-11-29T13:00:00+00:00, 0.00, 3.96, 0.00, 0.00, 0.00, 273
2001-11-30T13:00:00+00:00, 0.00, 3.67, 0.00, 0.00, 0.00, 273
2001-12-01T13:00:00+00:00, 0.00, 3.41, 0.00, 0.00, 0.00, 273
2001-12-02T13:00:00+00:00, 0.00, 3.18, 0.00, 0.00, 0.00, 273
2001-12-03T13:00:00+00:00, 0.00, 2.98, 0.00, 0.00, 0.00, 273
2001-12-04T13:00:00+00:00, 0.00, 2.79, 0.00, 0.00, 0.00, 273
2001-12-05T13:00:00+00:00, 0.00, 2.62, 0.00, 0.00, 0.00, 273
2001-12-06T13:00:00+00:00, 0.00, 2.47, 0.00, 0.00, 0.00, 273
2001-12-07T13:00:00+00:00, 0.00, 2.33, 0.00, 0.00, 0.00, 273
2001-12-08T13:00:00+00:00, 0.00, 2.21, 0.00, 0.00, 0.00, 273
2001-12-09T13:00:00+00:00, 0.00, 2.09, 0.00, 0.00, 0.00, 273
2001-12-10T13:00:00+00:00, 0.00, 1.99, 0.00, 0.00, 0.00, 273
2001-12-11T13:00:00+00:00, 0.00, 1.89, 0.00, 0.00, 0.00, 273
2001-12-12T13:00:00+00:00, 0.00, 1.81, 0.00, 0.00, 0.00, 273
2001-12-13T13:00:00+00:00, 0.00, 1.73, 0.00, 0.00, 0.00, 273
2001-12-14T13:00:00+00:00, 0.00, 1.65, 0.00, 0.00, 0.00, 273
2001-12-15T13:00:00+00:00, 0.00, 1.59, 0.00, 0.00, 0.00, 273
2001-12-16T13:00:00+00:00, 0.00, 1.52, 0.00, 0.00, 0.00, 273
2001-12-18T13:00:00+00:00, 0.00, 1.42, 0.00, 0.00, 0.00, 273
2001-12-19T13:00:00+00:00, 0.00, 1.37, 0.00, 0.00, 0.00, 273
2001-12-20T13:00:00+00:00, 0.00, 1.32, 0.00, 0.00, 0.00, 273
2001-12-21T13:00:00+00:00, 0.00, 1.28, 0.00, 0.00, 0.00, 273
2001-12-22T13:00:00+00:00, 0.00, 1.24, 0.00, 0.00, 0.00, 270
2001-12-23T13:00:00+00:00, 0.00, 1.21, 0.00, 0.00, 0.00, 270
2001-12-24T13:00:00+00:00, 0.00, 1.18, 0.00, 0.00, 0.00, 270
2001-12-25T13:00:00+00:00, 0.00, 1.15, 0.00, 0.00, 0.00, 270
2001-12-26T13:00:00+00:00, 0.00, 1.12, 0.00, 0.00, 0.00, 270
2001-12-27T13:00:00+00:00, 0.00, 1.10, 0.00, 0.00, 0.00, 270
2001-12-28T13:00:00+00:00, 0.00, 1.07, 0.00, 0.00, 0.00, 270
2001-12-29T13:00:00+00:00, 0.00, 1.05, 0.00, 0.00, 0.00, 270
2001-12-30T13:00:00+00:00, 0.00, 1.03, 0.00, 0.00, 0.00, 256
2001-12-31T13:00:00+00:00, 0.00, 1.01, 0.00, 0.00, 0.00, 255
2002-01-01T13:00:00+00:00, 0.00, 0.99, 0.00, 0.00, 0.00, 255
2002-01-02T13:00:00+00:00, 0.00, 0.98, 0.00, 0.00, 0.00, 255
2002-01-03T13:00:00+00:00, 0.00, 0.97, 0.00, 0.00, 0.00, 255
2002-01-04T13:00:00+00:00, 0.00, 0.95, 0.00, 0.00, 0.00, 255
2002-01-05T13:00:00+00:00, 0.00, 0.94, 0.00, 0.00, 0.00, 255
2002-01-07T13:00:00+00:00, 0.00, 0.92, 0.00, 0.00, 0.00, 255
2002-01-08T13:00:00+00:00, 0.00, 0.91, 0.00, 0.00, 0.00, 255
2002-01-09T13:00:00+00:00, 0.00, 0.90, 0.00, 0.00, 0.00, 255
2002-01-10T13:00:00+00:00, 0.00, 0.90, 0.00, 0.00, 0.00, 255
2002-01-11T13:00:00+00:00, 0.00, 0.89, 0.00, 0.00, 0.00, 255
2002-01-12T13:00:00+00:00, 0.00, 0.88, 0.00, 0.00, 0.00, 255
2002-01-13T13:00:00+00:00, 0.00, 0.88, 0.00, 0.00, 0.00, 255
2002-01-14T13:00:00+00:00, 0.00, 0.87, 0.00, 0.00, 0.00, 255
2002-01-15T13:00:00+00:00, 0.00, 0.87, 0.00, 0.00, 0.00, 255
2002-01-16T13:00:00+00:00, 0.00, 0.86, 0.00, 0.00, 0.00, 255
2002-01-17T13:00:00+00:00, 0.00, 0.86, 0.00, 0.00, 0.00, 255
2002-01-18T13:00:00+00:00, 0.00, 0.85, 0.00, 0.00, 0.00, 255
2002-01-19T13:00:00+00:00, 0.00, 0.85, 0.00, 0.00, 0.00, 255
2002-01-20T13:00:00+00:00, 0.00, 0.85, 0.00, 0.00, 0.00, 255
2002-01-21T13:00:00+00:00, 0.00, 0.84, 0.00, 0.00, 0.00, 255
2002-01-22T13:00:00+00:00, 0.00, 0.84, 0.00, 0.00, 0.00, 255
2002-01-23T13:00:00+00:00, 0.00, 0.84, 0.00, 0.00, 0.00, 255
2002-01-24T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-25T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-26T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-27T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-28T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-29T13:00:00+00:00, 0.00, 0.83, 0.00, 0.00, 0.00, 255
2002-01-30T13:00:00+00:00, 0.00, 0.82, 0.00, 0.00, 0.00, 255
